President,Order,Headline,Text
Jimmy Carter,39,Israel and Egypt,"From the onset of his presidency, Carter attempted to mediate the Arab–Israeli conflict. After a failed attempt to seek a comprehensive settlement between the two nations in 1977 (through reconvening the 1973 Geneva conference, Carter invited the Egyptian president Anwar Sadat and Israeli prime minister Menachim Begin to the presidential lodge Camp David in September 1978, in hopes of creating a definitive peace. Whilst the two sides could not agree on Israeli withdrawal from the West Bank, the negotiations resulted in Egypt formally recognizing Israel, and the creation of an elected government in the West Bank and Gaza. This resulted in the Camp David Accords, which ended the war between Israel and Egypt. The accords were a source of great domestic opposition in both Egypt and Israel. Historian Jørgen Jensehaugen argues that by the time Carter left office in January 1981, he was ""in an odd position—he had attempted to break with traditional US policy but ended up fulfilling the goals of that tradition, which had been to break up the Arab alliance, side-line the Palestinians, build an alliance with Egypt, weaken the Soviet Union and secure Israel."""
Jimmy Carter,39,Africa,"In an address to the African officials at the United Nations on October 4, 1977, Carter stated the U.S.'s interest to ""see a strong, vigorous, free, and prosperous Africa with as much of the control of government as possible in the hands of the residents of your countries"" and pointed to their unified efforts on ""the problem of how to resolve the Rhodesian, Zimbabwe question."" At a news conference later that month, Carter outlined that the U.S. wanted to ""work harmoniously with South Africa in dealing with the threats to peace in Namibia and in Zimbabwe in particular"", as well as do away with racial issues such as apartheid, and for equal opportunities in other facets of society in the region. Carter visited Nigeria from March 31 – April 3, 1978, the trip being an attempt by the Carter administration to improve relations with the country. He was the first U.S. president to visit Nigeria. Carter reiterated interests in convening a peace conference on the subject of Rhodesia that would involve all parties and reported that the U.S. was moving as it could. The elections of Margaret Thatcher as prime minister of the United Kingdom and Abel Muzorewa for prime minister of Zimbabwe Rhodesia, South Africa turning down a plan for South West Africa's independence and domestic opposition in Congress were seen as a heavy blow to the Carter administration's policy toward South Africa.
On May 16, 1979, the Senate voted in favor of President Carter lifting economic sanctions against Rhodesia, the vote being seen by both Rhodesia and South Africa as a potentially fatal blow to both the joint diplomacy that the United States and Britain had pursued in the region for three years and the effort to reach a compromise between the Salisbury leaders and the guerrillas. On December 3, Secretary of State Vance promised Senator Jesse Helms that when the British governor arrived in Salisbury to implement an agreed Lancaster House settlement and the electoral process began, the President would take prompt action to lift sanctions against Zimbabwe Rhodesia."
Jimmy Carter,39,East Asia,"Carter sought closer relations with the People's Republic of China (PRC), continuing the Nixon administration's drastic policy of rapprochement. The two countries increasingly collaborated against the Soviet Union, and the Carter administration tacitly consented to the Chinese invasion of Vietnam. In 1979, Carter extended formal diplomatic recognition to the PRC for the first time. This decision led to a boom in trade between the United States and the PRC, which was pursuing economic reforms under the leadership of Deng Xiaoping. After the Soviet invasion of Afghanistan, Carter allowed the sale of military supplies to China and began negotiations to share military intelligence. In January 1980, Carter unilaterally revoked the Sino-American Mutual Defense Treaty with the Republic of China (ROC), which had lost control of mainland China to the PRC in 1949, but retained control the island of Taiwan. Carter's abrogation of the treaty was challenged in court by conservative Republicans, but the Supreme Court ruled that the issue was a non-justiciable political question in Goldwater v. Carter. The U.S. continued to maintain diplomatic contacts with the ROC through the 1979 Taiwan Relations Act. During Carter's presidency, the U.S. continued to support Indonesia as a cold war ally, in spite of human rights violations in East Timor. The violations followed Indonesia's December 1975 invasion and occupation of East Timor. It did so even though antithetical to Carter's stated policy ""of not selling weapons if it would exacerbate a potential conflict in a region of the world."" During a news conference on March 9, 1977, Carter reaffirmed his interest in having a gradual withdrawal of American troops from South Korea and stated that he wanted South Korea to eventually have ""adequate ground forces owned by and controlled by the South Korean government to protect themselves against any intrusion from North Korea."" On May 19, The Washington Post quoted Chief of Staff of U.S. forces in South Korea John K. Singlaub as criticizing Carter's withdrawal of troops from the Korean peninsula. Later that day, Press Secretary Rex Granum announced Singlaub had been summoned to the White House by Carter, whom he also confirmed had seen the article in The Washington Post. Carter relieved Singlaub of his duties two days later on May 21 following a meeting between the two. During a news conference on May 26, Carter said he believed that South Korea would be able to defend themselves despite reduced American troops in case of conflict. From June 30 to July 1, 1979, Carter held meetings with president of South Korea Park Chung-hee at the Blue House for a discussion on relations between the U.S. and Korea as well as Carter's interest in preserving his policy of worldwide tension reduction. On April 21, 1978, Carter announced a reduction in American troops in South Korea scheduled to be released by the end of the year by two-thirds, citing a lack of action by Congress in regards to a compensatory aid package for the Seoul Government."
Jimmy Carter,39,Iran,"On November 15, 1977, Carter pledged that his administration would continue positive relations between the U.S. and Iran, calling its contemporary status ""strong, stable and progressive"". When the shah was overthrown, increasingly anti-American rhetoric came from Iran, which intensified when Carter allowed the shah to the Memorial Sloan Kettering Cancer Center in New York on October 22, 1979. On November 4, a group of Iranian students took over the U.S. Embassy in Tehran. The students belonged to the Muslim Student Followers of the Imam's Line and were in support of the Iranian Revolution. Fifty-two American diplomats and citizens were held hostage for the next 444 days until they were finally freed immediately after Ronald Reagan succeeded Carter as president on January 20, 1981. During the crisis, Carter remained in isolation in the White House for more than 100 days, until he left to participate in the lighting of the National Menorah on the Ellipse. A month into the affair, Carter stated his commitment to resolving the dispute without ""any military action that would cause bloodshed or arouse the unstable captors of our hostages to attack them or to punish them"". On April 7, 1980, Carter issued Executive Order 12205, imposing economic sanctions against Iran and announced further measures being taken by members of his cabinet and the American government that he deemed necessary to ensure a safe release. On April 24, 1980, Carter ordered Operation Eagle Claw to try to free the hostages. The mission failed, leaving eight American servicemen dead and causing the destruction of two aircraft. The ill-fated rescue attempt led to the self-imposed resignation of U.S. Secretary of State Cyrus Vance, who had been opposed to the mission from the beginning. Released in 2017, a declassified memo produced by the CIA in 1980 concluded ""Iranian hardliners – especially Ayatollah Khomeini"" were ""determined to exploit the hostage issue to bring about President Carter’s defeat in the November elections."" Additionally, Tehran in 1980 wanted ""the world to believe that Imam Khomeini caused President Carter's downfall and disgrace."""
Jimmy Carter,39,Soviet Union,"On February 8, 1977, Carter stated he had urged the Soviet Union to align with the U.S. in forming ""a comprehensive test ban to stop all nuclear testing for at least an extended period of time"", and that he was in favor of the Soviet Union ceasing deployment of the RSD-10 Pioneer. During a press conference on June 13, Carter reported that at the beginning of the week, the U.S. would ""work closely with the Soviet Union on a comprehensive test ban treaty to prohibit all testing of nuclear devices underground or in the atmosphere"", and Paul Warnke would negotiate demilitarization of the Indian Ocean with the Soviet Union beginning the following week. At a news conference on December 30, Carter said that throughout the period of ""the last few months, the United States and the Soviet Union have made great progress in dealing with a long list of important issues, the most important of which is to control the deployment of strategic nuclear weapons"" and that the two countries sought to conclude SALT II talks by the spring of the following year. The talk of a comprehensive test ban treaty materialized with the signing of the Strategic Arms Limitation Treaty II by Carter and Leonid Brezhnev on June 18, 1979. In 1979, the Soviets intervened in the Second Yemenite War. The Soviet backing of South Yemen constituted a ""smaller shock"", in tandem with tensions that were rising due to the Iranian Revolution. This played a role in shifting Carter's viewpoint on the Soviet Union to a more assertive one, a shift that finalized with the impending Soviet-Afghan War. In his 1980 State of the Union Address, Carter emphasized the significance of relations between the two regions: ""Now, as during the last 3½ decades, the relationship between our country, the United States of America, and the Soviet Union is the most critical factor in determining whether the world will live at peace or be engulfed in global conflict."""
Jimmy Carter,39,Soviet invasion of Afghanistan,"Communists under the leadership of Nur Muhammad Taraki seized power in Afghanistan on April 27, 1978. The new regime signed a treaty of friendship with the Soviet Union in December of that year. However, due to the regime's efforts to improve secular education and redistribute land being accompanied by mass executions and political oppression, Taraki was deposed by rival Hafizullah Amin in September. Amin was considered a ""brutal psychopath"" by foreign observers and had lost control of much of the country, prompting the Soviet Union to invade Afghanistan on December 24, 1979, execute Amin, and install Babrak Karmal as president. In the West, the Soviet invasion of Afghanistan was considered a threat to global security and the oil supplies of the Persian Gulf, as well as the existence of Pakistan. These concerns led to Carter expanding collaboration between the CIA and Pakistan's Inter-Services Intelligence (ISI), which began several months earlier when the CIA started providing some $695,000 worth of non-lethal assistance (e.g., ""cash, medical equipment, and radio transmitters"") to the Afghan mujahideen in July 1979. The modest scope of this early collaboration was likely influenced by the understanding, later recounted by CIA official Robert Gates, ""that a substantial U.S. covert aid program"" might have ""raise[d] the stakes"" thereby causing ""the Soviets to intervene more directly and vigorously than otherwise intended."" According to a 2020 review of declassified U.S. documents by Conor Tobin in the journal Diplomatic History: ""The primary significance of this small-scale aid was in creating constructive links with dissidents through Pakistan's ISI that could be utilized in the case of an overt Soviet intervention ... The small-scale covert program that developed in response to the increasing Soviet influence was part of a contingency plan if the Soviets did intervene militarily, as Washington would be in a better position to make it difficult for them to consolidate their position, but not designed to induce an intervention."" Finally, on December 28, Carter signed a presidential finding explicitly allowing the CIA to transfer ""lethal military equipment either directly or through third countries to the Afghan opponents of the Soviet intervention in Afghanistan,"" and to arrange ""selective training, conducted outside of Afghanistan, in the use of such equipment either directly or via third country intermediation."" Carter's finding defined the CIA's mission as ""harassment"" of Soviet troops; at the time, ""this was not a war the CIA expected to win outright on the battlefield,"" in the words of Steve Coll. Carter was determined to respond harshly to what he considered a dangerous provocation. In a televised speech on January 23, 1980, he announced sanctions on the Soviet Union, promising renewed aid and registration to Pakistan and the Selective Service System, as well as committing the U.S. to the Persian Gulf's defense. Carter imposed an embargo on grain shipments to the USSR, tabled the consideration of SALT II, requested a 5% annual increase in defense spending, and called for a boycott of the 1980 Summer Olympics in Moscow. Carter's tough stance was backed enthusiastically by the British prime minister Margaret Thatcher. National Security Advisor Zbigniew Brzezinski played a major role in organizing Jimmy Carter's policies on the Soviet Union as a grand strategy. The thrust of U.S. policy for the duration of the war was determined by Carter in early 1980: Carter initiated a program to arm the mujahideen through Pakistan's ISI and secured a pledge from Saudi Arabia to match U.S. funding for this purpose. The Soviets were unable to quell the insurgency and withdrew from Afghanistan in 1989, precipitating the dissolution of the Soviet Union itself. However, the decision to route U.S. aid through Pakistan led to massive fraud, as weapons sent to Karachi were frequently sold on the local market rather than delivered to the Afghan rebels. Despite this, Carter has expressed no regrets over his decision to support what he still considers the ""freedom fighters"" in Afghanistan."
Jimmy Carter,39,International trips,"Carter made twelve international trips to twenty-five countries during his presidency. Carter was the first president to make a state visit to Sub-Saharan Africa when he went to Nigeria in 1978. His travel also included trips to Europe, Asia, and Latin America. He made several trips to the Middle East to broker peace negotiations. His visit to Iran from December 31, 1977, to January 1, 1978, took place less than a year before the overthrow of Shah Mohammad Reza Pahlavi."
Jimmy Carter,39,Allegations and investigations,"The September 21, 1977, resignation of Bert Lance, who served as director of the office of management and budget in the Carter administration, came amid allegations of improper banking activities prior to his tenure and was an embarrassment to Carter. Carter became the first sitting president to testify under oath as part of an investigation towards him, as a result of United States Attorney General Griffin Bell appointing Paul J. Curran as a special counsel to investigate loans made to the peanut business owned by Carter by a bank controlled by Bert Lance and Curran's position as special counsel not allowing him to file charges on his own.[note 3] Curran announced in October 1979 that no evidence had been found to support allegations that funds loaned from the National Bank of Georgia had been diverted to Carter's 1976 presidential campaign, ending the investigation."
Jimmy Carter,39,1980 presidential campaign,"Carter's campaign for re-election in 1980 was based primarily on attacking Ronald Reagan. The Carter campaign frequently pointed out and mocked Reagan's proclivity to gaffes, using his age and perceived lack of connection to his native California voter base against him. Later on, the campaign used similar rhetoric to the Lyndon B. Johnson 1964 presidential campaign, intending to portray Reagan as a warmonger that could not be trusted with the nuclear arsenal. Carter attempted to deny the Reagan campaign $29.4 million (equivalent to $96,689,903 in 2021) in campaign funds, due to dependent conservative groups already raising $60 million to get him elected – a number which exceeded the limit of campaign funds. The request was later denied by the Federal Election Commission. Carter later wrote that the most intense and mounting opposition to his policies came from the liberal wing of the Democratic Party, which he attributed to Ted Kennedy's ambition to replace him as president. After Kennedy announced his candidacy in November 1979, questions regarding his activities during his presidential bid were a frequent subject of Carter's press conferences held during the Democratic presidential primaries. Kennedy, despite winning key states such as California and New York, surprised his supporters by running a weak campaign, leading to Carter winning most of the primaries and securing renomination. However, Kennedy had mobilized the liberal wing of the Democratic Party, which gave Carter weak support in the fall election. Carter and Mondale were formally nominated at the 1980 Democratic National Convention held in New York City. Carter delivered a speech notable for its tribute to the late Hubert Humphrey, whom he initially called ""Hubert Horatio Hornblower"", and Kennedy made the infamous ""The Dream Shall Never Die"" speech, in which he criticized Reagan and gave Carter an unenthusiastic endorsement. Aside from Reagan and Kennedy, he was opposed by centrist John B. Anderson, who had previously contested the Republican presidential primaries, and upon being defeated by Reagan, re-entered as an independent. Anderson advertised himself as a more liberal alternative to Reagan's conservatism. As the campaign went on, however, Anderson's polling numbers dropped as his supporter base was gradually pulled towards either Carter or Reagan. Carter had to run against his own ""stagflation""-ridden economy, while the hostage crisis in Iran dominated the news every week. He was attacked by conservatives for failing to ""prevent Soviet gains"" in less-developed countries, as pro-Soviet governments had taken power in countries including Angola, Ethiopia, Nicaragua and Afghanistan. His brother, Billy Carter, caused controversy due to his association with Muammar Gaddafi's regime in Libya. He alienated liberal college students, who were expected to be his base, by re-instating registration for the military draft. His campaign manager and former appointments secretary, Timothy Kraft, stepped down some five weeks before the general election amid what turned out to have been an uncorroborated allegation of cocaine use. On October 28, Carter and Reagan participated in the sole presidential debate of the election cycle in which they were both present – due to Carter refusing to partake in debates with Anderson. Though initially trailing Carter by several points, Reagan experienced a surge in polling following the debate. This was in part influenced by Reagan deploying the phrase ""There you go again"", which became the defining phrase of the election. It was later discovered that in the final days of the campaign, Reagan's team acquired classified documents used by Carter in preparation for the debate. Reagan defeated Carter in a landslide, winning 489 electoral votes. The Senate went Republican for the first time since 1952. In his concession speech, Carter admitted that he was hurt by the outcome of the election but pledged ""a very fine transition period"" with President-elect Reagan."
Jimmy Carter,39,Post-presidency (1981–present),"Shortly after losing his re-election bid, Carter told the White House press corps of his intent to emulate the retirement of Harry S. Truman and not use his subsequent public life to enrich himself."
Jimmy Carter,39,Diplomacy,"Diplomacy has been a large part of Carter's post-presidency. These diplomatic efforts began in the Middle East, with a September 1981 meeting with prime minister of Israel Menachem Begin, and a March 1983 tour of Egypt that included meeting with members of the Palestine Liberation Organization, In 1994, president Bill Clinton sought Carter's assistance in a North Korea peace mission, during which Carter negotiated an understanding with Kim Il-sung. Carter went on to outline a treaty with Kim, which he announced to CNN without the consent of the Clinton administration to spur American action. In 2006, Carter stated his disagreements with the domestic and foreign policies of Israel while saying he was in favor of the country, extending his criticisms to Israel's policies in Lebanon, the West Bank, and Gaza. In July 2007, Carter joined Nelson Mandela in Johannesburg, South Africa, to announce his participation in The Elders, a group of independent global leaders who work together on peace and human rights issues. Following the announcement, Carter participated in visits to Darfur, Sudan, Cyprus, the Korean Peninsula, and the Middle East, among others. Carter attempted traveling to Zimbabwe in November 2008, but was stopped by President Robert Mugabe's government. In December 2008, Carter met with Syrian President Bashar al-Assad, and in a June 2012 call with Jeffery Brown, Carter stressed Egyptian military generals could be granted full power executively and legislatively in addition to being able to form a new constitution in favor of themselves in case their announced intentions went through. On August 10, 2010, Carter traveled to North Korea to secure the release of Aijalon Gomes, successfully negotiating his release. Throughout the latter part of 2017, as tensions between the U.S. and North Korea persisted, Carter recommended a peace treaty between the two nations, and confirmed he had offered himself to the Trump administration as a willing candidate to serve as diplomatic envoy to North Korea."
Jimmy Carter,39,Views on successive presidents,"Carter began his first year out of office with a pledge not to critique the new Reagan administration, stating that it was ""too early"". Despite siding with Reagan on issues like building neutron arms after the Soviet invasion of Afghanistan, Carter frequently spoke out against the Reagan administration. He denounced many of Reagan's actions in the Middle East; in 1987, Carter insisted that he was incapable of preserving peace in the Middle East. Carter condemned the handling of the Sabra and Shatila massacre, the lack of efforts to rescue and retrieve four American businessmen from West Beirut in 1984, Reagan's support of the Strategic Defense Initiative in 1985, and his claim of an international conspiracy on terrorism. In 1987 he also criticized Reagan for conceding to terrorist demands, the nomination of Robert Bork for the Supreme Court, and his handling of the Persian Gulf crisis. On January 16, 1989, prior to the inauguration of George H. W. Bush, Carter expressed to fellow former president Ford that Reagan had experienced a media honeymoon, saying that he believed Reagan's immediate successor would be less fortunate. Carter had a mostly negative relationship with Bill Clinton; despite Clinton being the first Democrat elected in 12 years, Carter and his wife were snubbed from the inauguration ceremony. Carter criticised Clinton for the morality of his administration, particularly for the Monica Lewinsky scandal and the pardon of Marc Rich. During the presidency of George W. Bush, Carter stated his opposition to the Iraq War, and what he considered an attempt on the part of Bush and Tony Blair to oust Saddam Hussein through the usage of ""lies and misinterpretations"". In May 2007, Carter stated the Bush administration ""has been the worst in history"" in terms of its impact in foreign affairs, and later stated he was just comparing Bush's tenure to that of Richard Nixon. Carter's comments received a response from the Bush administration in the form of Tony Fratto saying Carter was increasing his irrelevance with his commentary. By the end of Bush's second term, Carter considered Bush's tenure disappointing, which he disclosed in comments to Forward Magazine of Syria. Though he praised President Obama in the early part of his tenure, Carter stated his disagreements with the use of drone strikes against suspected terrorists, Obama's choice to keep Guantanamo Bay detention camp open, and the current federal surveillance programs as disclosed by Edward Snowden."" During the Trump presidency, Carter spoke favorably of the chance for immigration reform through Congress, and criticized Trump for his handling of the U.S. national anthem protests. In October 2017, however, Carter defended President Trump in an interview with The New York Times, criticizing the media's coverage of him, stating that the media has been harsher on Trump ""than any other president certainly that I've known about."" In 2019, Carter received a phone call from Trump in which he expressed concern that China was ""getting ahead"" of the United States. Carter agreed, stating that China's strength came from their lack of involvement in armed conflict, calling the U.S. ""the most warlike nation in the history of the world."""
Jimmy Carter,39,Presidential politics,"Carter was considered a potential candidate in the 1984 presidential election, but did not run and instead endorsed Walter Mondale for the Democratic nomination. After Mondale secured the nomination, Carter critiqued the Reagan campaign, spoke at the 1984 Democratic National Convention, and advised Mondale. Following the election, in which President Reagan defeated Mondale, Carter stated the loss was predictable because of the latter's platform that included raising taxes. In the 1988 presidential election, Carter ruled himself out as a candidate once more and predicted Vice President George H. W. Bush as the Republican nominee in the general election. Carter foresaw unity at the 1988 Democratic National Convention, where he delivered an address. Following the election, a failed attempt by the Democrats in regaining the White House, Carter said Bush would have a more difficult presidency than Reagan because he was not as popular. During the 1992 presidential election, Carter met with Massachusetts Senator Paul Tsongas who sought out his advice. Carter spoke favorably of former Governor of Arkansas Bill Clinton, and criticized Ross Perot, a Texas billionaire who was running as an independent. As the primary concluded, Carter spoke of the need for the 1992 Democratic National Convention to address certain issues not focused on in the past, and campaigned for Clinton after he became the Democratic nominee in the general election, publicly stating his expectation to be consulted during the latter's presidency. Carter endorsed Vice President Al Gore days before the 2000 presidential election, and in the years following voiced his opinion that the election was won by Gore, despite the Supreme Court handing the election to Bush in the controversial Bush v. Gore ruling. In the 2004 presidential election, Carter endorsed John Kerry and spoke at the 2004 Democratic National Convention. Carter also voiced concerns of another voting mishap in the state of Florida. Amid the Democratic presidential primary in 2008, Carter was speculated to endorse Senator Barack Obama over his main primary rival Hillary Clinton amid his speaking favorably of the candidate, as well as remarks from the Carter family that showed their support for Obama. Carter also commented on Clinton ending her bid when superdelegates voted after the June 3 primary. Leading up to the general election, Carter criticized the Republican nominee John McCain. who responded to Carter's comments. Carter warned Obama against selecting Clinton as his running mate. Carter endorsed Republican Mitt Romney for the Republican nomination during the primary season of the 2012 presidential election, though he clarified that his backing of Romney was due to him considering the former Massachusetts governor the candidate that could best assure a victory for President Obama. Carter delivered a videotape address at the 2012 Democratic National Convention. Carter was critical of Republican presidential candidate Donald Trump shortly after the latter entered the primary, predicting that he would lose. As the primary continued, Carter stated he would prefer Trump over his main rival Ted Cruz, though he rebuked the Trump campaign in remarks during the primary, and in his address to the 2016 Democratic National Convention. Carter believes that Trump would not have been elected without Russia's interference in the 2016 election, and he believes ""that Trump didn't actually win the election in 2016. He lost the election, and he was put into office because the Russians interfered on his behalf."" When questioned, he agreed that Trump is an ""illegitimate president"". Jimmy and Rosalynn Carter delivered a recorded audio message endorsing Joe Biden for the virtual 2020 Democratic National Convention. On January 6, 2021, following the 2021 storming of the United States Capitol, along with the other three still living former presidents, Barack Obama, George W. Bush, Bill Clinton, Jimmy Carter denounced the storming of the Capitol, releasing a statement saying that he and his wife were ""troubled"" by the events, also stating that what had occurred was ""a national tragedy and is not who we are as a nation"", and adding that ""having observed elections in troubled democracies worldwide, I know that we the people can unite to walk back from this precipice to peacefully uphold the laws of our nation"". Carter delivered a recorded audio message for the inauguration of Joe Biden on January 20, 2021, as the Carters were unable to attend the ceremony in person."
Jimmy Carter,39,Hurricane relief,"Carter criticized the Bush administration's handling of Hurricane Katrina, and built homes in the aftermath of Hurricane Sandy, Carter partnered with former presidents to work with One America Appeal to help the victims of Hurricane Harvey and Hurricane Irma in the Gulf Coast and Texas communities, in addition to writing op-eds about the goodness seen in Americans who assist each other during natural disasters."
Jimmy Carter,39,Other activities,"In 1982, Carter founded the Carter Center, a non-governmental and non-profit organization with the purpose of advancing human rights and alleviating human suffering, including helping improve the quality of life for people in more than 80 countries. Among these efforts has been the contribution of the Carter Center working alongside the World Health Organization to the near-eradication of dracunculiasis, also called Guinea worm disease. The incidence of this disease has decreased from 3.5 million cases in the mid-1980s, to 25 cases in 2016, and 10 as of September 2021 according to the Carter Center's statistics. Carter attended the dedication of his presidential library and those of Presidents Ronald Reagan, George H. W. Bush, Bill Clinton, and George W. Bush. He delivered eulogies at the funerals of Coretta Scott King, Gerald Ford, and Theodore Hesburgh. As of August 2019[update], Carter serves as an Honorary Chair for the World Justice Project and formerly served as one for the Continuity of Government Commission. He continues to occasionally teach Sunday school at Maranatha Baptist Church. Carter also teaches at Emory University in Atlanta, and in June 2019 was awarded tenure for 37 years of service."
Jimmy Carter,39,Political positions,"Although Carter was personally opposed to abortion, he supported legalized abortion after the landmark U.S. Supreme Court decision Roe v. Wade, 410 US 113 (1973). Early in his term as governor, Carter had strongly supported family planning programs including abortion in order to save the life of a woman, birth defects, or in other extreme circumstances. Years later, he had written the foreword to a book, Women in Need, that favored a woman's right to abortion. He had given private encouragement to the plaintiffs in a lawsuit, Doe v. Bolton, filed against the state of Georgia to overturn its abortion laws. As president, he did not support increased federal funding for abortion services. He was criticized by the American Civil Liberties Union for not doing enough to find alternatives. Carter is known for his strong opposition to the death penalty, which he expressed during his presidential campaigns. In his Nobel Prize lecture, Carter urged ""prohibition of the death penalty"". He has continued to speak out against the death penalty in the U.S. and abroad. In a letter to the governor of New Mexico, Bill Richardson, Carter urged the governor to sign a bill to eliminate the death penalty and institute life in prison without parole instead. New Mexico abolished the death penalty in 2009. Carter wrote: ""As you know, the United States is one of the few countries, along with nations such as Saudi Arabia, China, and Cuba, which still carry out the death penalty despite the ongoing tragedy of wrongful conviction and gross racial and class-based disparities that make impossible the fair implementation of this ultimate punishment."" In 2012, Carter wrote an op-ed in the Los Angeles Times supporting passage of a state referendum which would have ended the death penalty. Carter has also called for commutations of death sentences for many death-row inmates, including Brian K. Baldwin (executed in 1999), Kenneth Foster (commuted in 2007) and Troy Davis (executed in 2011). In October 2000, Carter, a third-generation Southern Baptist, severed connections to the Southern Baptist Convention over its opposition to women as pastors. Carter took this action due to a doctrinal statement by the convention, adopted in June 2000, advocating for a literal interpretation of the Bible. This statement followed a position of the convention two years previously advocating the submission of wives to their husbands. Carter described the reason for his decision as due to: ""an increasing inclination on the part of Southern Baptist Convention leaders to be more rigid on what is a Southern Baptist and exclusionary of accommodating those who differ from them."" The New York Times called Carter's action ""the highest-profile defection yet from the Southern Baptist Convention"". On July 15, 2009, Carter wrote an opinion piece about equality for women in which he stated that he chooses equality for women over the dictates of the leadership of what has been a lifetime religious commitment. He said that the view that women are inferior is not confined to one faith, ""nor, tragically does its influence stop at the walls of the church, mosque, synagogue or temple."" In 2014, he published A Call to Action: Women, Religion, Violence, and Power. Carter has publicly expressed support for both a ban on assault weapons and for background checks of gun buyers. In May 1994, Carter and former presidents Gerald Ford and Ronald Reagan wrote to the U.S. House of Representatives in support of banning ""semi-automatic assault guns."" In a February 2013 appearance on Piers Morgan Tonight, Carter agreed that if the assault weapons ban did not pass, it would be mainly due to lobbying by the National Rifle Association and its pressure on ""weak-kneed"" politicians. Carter has stated that he supports same-sex marriage in civil ceremonies. He has also stated that he believes Jesus would also support it, saying: ""I believe Jesus would. I don't have any verse in scripture. ... I believe Jesus would approve gay marriage, but that's just my own personal belief. I think Jesus would encourage any love affair if it was honest and sincere and was not damaging to anyone else, and I don't see that gay marriage damages anyone else"". Evangelist Franklin Graham criticized the assertion as ""absolutely wrong"". In October 2014, Carter argued ahead of a Supreme Court ruling that legalization of same-sex marriage should be left up to the states and not mandated by federal law. Carter ignited debate in September 2009 when he stated: ""I think an overwhelming portion of the intensely demonstrated animosity toward President Barack Obama is based on the fact that he is a black man, that he is African-American"". Obama disagreed with Carter's assessment. On CNN, Obama stated, ""Are there people out there who don't like me because of race? I'm sure there are... that's not the overriding issue here"". In 2005, Carter criticized the use of torture at Guantánamo Bay, demanding that it be closed. He stated that the next president should make the promise that the United States will ""never again torture a prisoner."" In 2013, Carter praised the Affordable Care Act (the major health care reform law put forward by President Obama), but criticized its implementation as ""questionable at best"". In 2017, Carter predicted that the U.S. would eventually adopt a single-payer healthcare system. Carter vigorously opposed the Supreme Court decision in Citizens United v. FEC that struck down limits on campaign spending by corporations and unions, going so far as to saying that the U.S. is ""no longer a functioning democracy"" and now has a system of ""unlimited political bribery""."
Jimmy Carter,39,Personal life,"Carter and his wife Rosalynn are well known for their work as volunteers with Habitat for Humanity, a Georgia-based philanthropy that helps low-income working people around the world to build and buy their own homes and access clean water. His hobbies include painting, fly-fishing, woodworking, cycling, tennis, and skiing. He also has an interest in poetry, particularly the works of Dylan Thomas. During a state visit to the UK in 1977, Carter suggested that Thomas should have a memorial in Poets' Corner at Westminster Abbey; this later came to fruition in 1982. Carter was also a personal friend of Elvis Presley, whom he and Rosalynn met on June 30, 1973, before Presley was to perform onstage in Atlanta. They remained in contact by telephone two months before Presley's sudden death in August 1977. Carter later recalled an abrupt phone call received in June 1977 from Presley who sought a presidential pardon from Carter, in order to help George Klein's criminal case; at the time Klein had been indicted for only mail fraud, and would later be found guilty of conspiracy. According to Carter, Presley was almost incoherent and cited barbiturate abuse as the cause of this; although he phoned the White House several times again, this would be the last time Carter would speak to Elvis Presley. The day after Presley's death, Carter issued a statement and explained how he had ""changed the face of American popular culture"". Carter filed a report with both the International UFO Bureau and the National Investigations Committee On Aerial Phenomena, stating that he sighted an unidentified flying object in October 1969."
Jimmy Carter,39,Religion,"From a young age, Carter showed a deep commitment to Christianity. In 1942, Carter became a deacon and teaches Sunday school at Maranatha Baptist Church in Plains, Georgia. At a private inauguration worship service, the preacher was Nelson Price, the pastor of Roswell Street Baptist Church of Marietta, Georgia. As president, Carter prayed several times a day, and professed that Jesus was the driving force in his life. Carter had been greatly influenced by a sermon he had heard as a young man. It asked, ""If you were arrested for being a Christian, would there be enough evidence to convict you?"" In 2000, after the Southern Baptist Union announced they would no longer permit women to become pastors, Carter severed his membership with them, saying “I personally feel that women should play an absolutely equal role in service of Christ in the church.""
He remained a member of the Cooperative Baptist Fellowship. In 2007, together with former President Clinton, he founded the New Baptist Covenant organization for social justice."
